ContaID;Agencia;Tipo_Conta;Nome_Cliente;CPF_Cliente;Data_Abertura;Saldo_Atual;Limite_Credito;Data_Ultimo_Movimento;Status_Conta;Score_Credito;Renda_Mensal
50460-N;5762;Corrente;Rafael Rocha;180.695.732-95;2024-02-02;34961.6;;2024-05-07;Inativa;672;13490.48
21965-T;8580;Corrente;Bryan Freitas;537.201.694-99;2016-08-23;8938.79;67.15;2024-05-25;Encerrada;367;7397.74
74895-X;9647;Corrente;Manuela Nunes;180.345.297-88;2016-04-04;6006.66;25.28;2024-02-20;Inativa;217;17463.15
21473-A;4714;Corrente;Ester Machado;360.714.259-99;2022-03-11;-214.73;196.63;2022-04-12;Inativa;920;6501.42
47466-W;4416;Poupança;Sr. Enzo Rios;457.836.291-46;2023-09-25;2624.49;111.81;2024-08-11;Encerrada;809;20277.38
50336-G;1616;Corrente;Carlos Eduardo Oliveira;918.237.560-77;2015-10-10;;50.84;2016-03-26;Inativa;386;2144.02
79665-A;;Corrente;Ryan Caldeira;960.324.817-78;2018-03-27;28919.07;192.9;2020-04-03;Encerrada;737;8025.97
83572-U;9150;;Clara Fernandes;097.685.243-83;2022-05-11;33659.92;76.98;2022-09-06;Inativa;624;1435.84
87404-T;9978;Corrente;Marcelo Montenegro;514.903.872-50;2015-10-17;32047.43;87.02;2023-12-13;Em Atraso;398;16131.43
68470-N;2276;Poupança;Mathias Martins;481.309.725-14;2023-07-18;20157.73;149.7;2024-07-28;Inativa;836;2639.99
29339-D;8520;Poupança;Samuel Lopes;927.430.651-25;2018-04-17;32150.68;93.63;2019-03-27;Em Atraso;772;5799.72
84494-J;9034;Poupança;Miguel Ramos;261.357.089-02;2017-09-19;42516.76;46.52;2023-10-26;Inativa;282;5755.79
95356-N;7964;Poupança;Luigi da Mota;;2015-09-08;43381.77;71.1;2025-01-01;Inativa;268;3162.75
13385-G;1652;Corrente;Ísis Nogueira;460.893.271-31;2018-01-08;14202.53;72.18;2019-08-08;Ativa;404;9348.32
;8551;Corrente;Ana Sophia Cirino;684.395.017-57;2018-11-09;20699.17;6.15;2021-07-21;Inativa;24;12704.83
42616-S;5130;Corrente;Daniela Pires;523.690.478-10;2021-01-07;1081.73;5.26;2025-01-26;Em Atraso;38;18509.98
26219-S;9034;Corrente;Rhavi da Paz;326.948.705-38;2022-05-15;35898.79;2.27;2022-12-18;Inativa;16;14209.31
53052-T;6549;Corrente;Dr. Vinícius Sampaio;315.604.289-70;2020-02-06;;40.67;2021-02-22;Em Atraso;1008;15479.35
68724-V;7063;Salário;Matteo Ferreira;758.460.329-74;2021-03-24;14848.8;106.34;2021-12-19;Em Atraso;715;15908.33
92273-Q;4466;Corrente;Sabrina da Costa;167.235.498-64;2019-12-08;41214.35;63.27;2022-06-11;;256;15714.13
54575-K;1723;Salário;Evelyn da Paz;852.136.749-09;2021-07-01;1375.73;58.62;2024-10-23;Inativa;332;5372.96
62950-F;5028;Poupança;Maria Laura Cirino;207.983.615-30;2021-11-13;5969.58;33.97;2022-09-26;Inativa;217;12253.22
32690-P;3923;Salário;Davi Miguel Rios;172.563.084-26;2022-07-24;46725.04;99.21;2024-04-30;Inativa;591;15360.88
67987-K;1246;Corrente;Gabriela Sousa;789.615.023-95;2024-08-16;32640.93;46.26;2024-08-16;Encerrada;161;4432.02
48185-M;4874;Poupança;Diogo Borges;374.501.982-23;2023-06-05;38334.94;266.13;2024-06-26;Inativa;891;6827.85
78150-K;9764;Corrente;Sra. Lorena Pimenta;732.168.509-86;2021-12-03;14024.15;199.66;2024-07-16;Inativa;830;19748.92
84224-K;4857;Corrente;Fernando Pires;132.496.807-96;2016-07-03;39414.55;227.56;2017-06-28;Ativa;768;15495.56
22718-U;2041;Poupança;Ravy Oliveira;597.483.201-97;2023-06-06;39785.52;18.9;2024-10-25;Encerrada;167;1912.37
53639-U;2130;Salário;Alana Gomes;283.917.546-00;2023-03-17;18297.47;260.03;2024-06-09;Encerrada;871;14080.25
87383-T;1727;Corrente;Bella Machado;017.942.856-01;2024-11-13;44439.41;80.91;2024-11-17;Em Atraso;291;19808.24
75188-A;1945;Poupança;;650.897.431-93;2017-03-16;226.66;12.75;2023-08-18;Encerrada;127;12398.69
54088-O;4922;Corrente;Maria Laura Costa;943.082.615-89;2022-12-10;11160.1;55.26;2023-05-03;Em Atraso;243;16107.43
25366-C;1240;Corrente;Emanuella Sales;145.938.702-32;2015-07-26;34691.11;87.14;2025-01-26;Encerrada;365;2741.98
98358-V;4822;Corrente;Mathias Rios;586.027.931-03;2021-10-18;28066.71;138.53;2022-05-25;Ativa;675;3585.6
84838-U;9541;Salário;Srta. Maria Luiza Jesus;971.508.246-76;2017-01-02;30788.64;54.7;2020-06-25;Em Atraso;274;3445.74
56183-E;9155;Poupança;Maitê da Luz;871.259.634-55;2016-05-21;19801.78;116.03;2023-03-14;Encerrada;487;7818.21
58808-M;8165;Poupança;Bruna Monteiro;018.947.365-75;2018-04-19;43095.1;19.87;2020-04-17;Ativa;108;7500.67
16504-K;4474;Poupança;Otto Nascimento;367.245.108-80;2020-09-09;25488.4;54.73;2022-11-19;Em Atraso;349;8301.91
36976-L;5559;Poupança;Sra. Luara Cardoso;540.218.693-60;2019-08-26;703.03;89.86;2023-01-06;;490;10860.44
13627-C;6040;Salário;Vitor Gabriel Souza;650.319.874-48;2024-04-20;17028.54;52.91;2024-10-12;Inativa;222;2555.1
66765-C;1640;Poupança;Ester Silva;139.258.704-23;2024-04-11;26901.81;95.92;2024-09-28;Inativa;927;17462.82
48705-Q;7137;Poupança;Kamilly Alves;428.613.579-91;2019-05-31;7228.4;90.74;2019-12-18;Encerrada;388;16572.08
99159-W;9796;Poupança;Luísa Casa Grande;148.635.279-00;2023-04-28;24351.05;0.0;2023-08-26;Em Atraso;0;16569.3
48680-L;1366;Poupança;Nathan Silva;472.963.015-70;2018-04-04;48234.71;84.46;2024-05-09;Ativa;320;7916.23
13927-P;1138;Salário;Rafael Nascimento;598.376.241-91;2022-01-23;27809.73;48.57;2023-05-08;Inativa;246;9813.65
38236-W;1170;Corrente;Rafael Leão;587.610.243-17;2021-04-10;18773.98;858.22;2023-03-12;Em Atraso;364;11650.57
27417-R;3693;Corrente;Ana Beatriz Costela;602.145.387-53;2016-11-27;41604.53;148.01;2021-01-24;Encerrada;784;15691.28
13962-M;2367;Salário;Caleb Costela;938.760.124-22;2021-11-16;7480.0;14.0;2022-04-25;Ativa;114;7753.04
62787-P;9848;Poupança;Natália da Rocha;150.978.643-01;2018-10-25;29177.91;72.99;2020-06-19;Encerrada;643;10752.87
24042-C;6198;Salário;Sr. Ravi Lucca Leão;634.895.107-39;2023-09-19;39144.33;26.71;2023-11-17;Em Atraso;173;17972.44
69891-W;5229;Salário;Sara Rios;391.026.874-96;2015-04-13;22528.45;94.16;2020-01-21;Em Atraso;371;13890.26
19689-C;1987;Poupança;Clarice Gonçalves;385.129.470-04;2024-12-23;27372.07;152.68;2025-01-19;Em Atraso;630;11467.19
52238-D;9505;Poupança;João Guilherme Cassiano;785.041.632-53;2015-02-12;4385.73;214.29;2019-08-10;Ativa;915;6071.86
85469-L;1780;Salário;Evelyn Fogaça;742.189.365-28;2023-02-19;22366.13;237.74;2024-07-02;Inativa;815;11768.21
53397-G;7183;Corrente;Nathan Ferreira;068.315.794-93;2022-01-27;6377.81;249.43;2022-01-30;Encerrada;834;4645.86
39039-V;5826;Salário;Nina Cavalcante;150.328.749-14;2016-10-03;-125.26;0.58;2023-04-02;Em Atraso;3;2986.01
98885-Y;3460;Poupança;Maria Clara Pimenta;813.746.902-87;2018-08-28;38565.25;204.23;2025-01-27;Inativa;945;13069.85
54764-T;9964;Corrente;;169.085.473-10;2021-11-30;24987.62;116.33;2024-05-17;Em Atraso;808;16142.35
28349-V;9875;Salário;Elisa Nascimento;042.958.163-70;2021-12-07;117784.13;93.23;2024-10-30;Encerrada;360;11687.88
73250-Q;2855;Corrente;Marina Costela;421.750.936-70;2017-04-05;44508.88;81.15;2021-10-18;Em Atraso;792;8581.07
45732-U;2023;Corrente;Manuella Cirino;452.130.987-97;2017-08-18;33248.63;27.85;2019-11-03;Inativa;137;16594.52
56410-V;;Poupança;Sofia Nunes;140.965.283-15;2019-01-20;44962.26;134.92;2019-07-06;Ativa;578;6066.77
59519-V;4654;Poupança;Pedro da Conceição;623.540.817-07;2023-04-30;417800.4;18.12;2024-05-16;Encerrada;82;15515.29
31850-C;5184;Salário;Dr. Apollo Souza;592.361.470-70;2016-07-10;9763.9;108.47;2016-12-29;Ativa;480;20104.24
84799-Y;7038;Corrente;José da Costa;401.976.528-67;2021-11-26;34953.63;107.63;2024-09-09;Em Atraso;476;15613.96
64391-T;4563;Poupança;Olivia Sá;623.408.917-87;2022-08-14;15761.97;6.26;2023-07-19;Encerrada;25;8886.59
24319-X;4289;Corrente;Daniela Moreira;058.419.763-20;2017-05-01;-398.75;137.23;2020-11-25;Encerrada;518;6562.26
;3187;Corrente;Dr. Liam Oliveira;634.927.801-13;2015-05-07;22209.27;171.33;2019-02-21;Ativa;825;15908.64
26817-T;3820;Salário;Daniela Fonseca;615.487.239-91;2024-06-11;23134.52;261.86;2024-07-28;Em Atraso;986;5633.8
49135-Y;2318;Poupança;Ana Vitória Viana;573.246.089-65;2022-05-27;17675.86;2.51;2024-06-26;Em Atraso;23;4656.36
11707-M;7016;Corrente;João Lucas Costela;935.608.721-03;2019-08-04;27286.0;33.86;2021-09-14;Em Atraso;185;1373.74
41838-H;3894;Salário;Ana Beatriz da Mota;265.870.913-77;2024-03-31;44159.37;146.85;2024-07-04;Inativa;530;10179.77
95482-D;8701;Corrente;Lívia Sampaio;;2022-09-29;27508.87;82.92;2023-05-18;Em Atraso;622;6720.31
90876-G;2781;Corrente;Nina Teixeira;186.239.457-19;2016-06-03;14767.68;38.38;2022-10-18;Ativa;238;3205.32
57634-T;5699;Corrente;Valentina Vargas;637.851.204-35;2017-04-23;7053.16;79.68;2019-06-04;Em Atraso;486;7883.7
61229-C;6160;Corrente;Clara Pereira;679.340.851-84;2017-02-04;7902.11;110.58;2017-04-14;Em Atraso;692;19541.8
16645-Z;6157;Corrente;Maria Cecília Campos;768.159.243-19;;42815.24;45.43;2023-04-15;Em Atraso;173;4919.85
62367-K;7194;Corrente;Guilherme Dias;;2017-02-12;19914.22;75.3;2021-01-09;Ativa;390;9084.29
82958-T;8567;Poupança;Maria Júlia Peixoto;129.340.658-98;2019-07-10;15151.98;137.78;2020-03-29;Encerrada;526;7831.33
95614-K;5564;Corrente;Dra. Larissa da Mota;378.546.021-07;2021-09-04;43300.63;170.6;2023-06-20;Encerrada;654;8639.07
94351-M;8849;Poupança;Manuella Moraes;053.198.624-15;2023-04-09;8892.29;97.02;2024-08-14;Inativa;338;15813.82
32432-K;5237;Poupança;Ana Júlia Cirino;456.091.387-01;2016-08-20;36372.58;24.2;2024-01-04;Em Atraso;226;11326.42
17075-N;9881;Corrente;Sr. Matteo Peixoto;305.924.678-56;2022-08-05;19323.11;242.9;2022-10-29;Em Atraso;985;19291.98
88209-A;9212;Poupança;Ravi Barros;859.346.710-57;2016-07-29;8015.83;65.91;2021-04-13;Inativa;1500;2818.51
23183-D;5611;Salário;Kamilly Albuquerque;652.193.870-30;2023-10-16;17328.84;210.93;2024-01-16;Em Atraso;842;18229.1
28332-K;6498;Poupança;Maria Liz Cirino;234.706.189-50;2024-08-21;2641.98;;2024-09-09;Encerrada;605;
88478-Q;4654;Corrente;Lavínia Dias;241.679.380-22;2022-03-04;29138.28;65.24;2023-05-08;Inativa;499;20141.09
32047-L;6615;Corrente;Sabrina Cavalcante;403.652.178-08;2021-04-06;35581.65;31.61;2021-06-16;Inativa;140;17039.84
28966-A;5481;Salário;Vinícius Silva;591.327.084-32;2023-05-28;13396.37;79.56;2023-06-10;Em Atraso;466;3075.36
42688-U;5521;Poupança;Sr. Mateus Aparecida;639.417.028-31;2022-04-09;;142.04;2022-10-16;Encerrada;887;16491.75
61557-T;2511;Poupança;Maria Laura Mendes;062.451.798-58;2019-05-30;28217.65;58.62;2024-12-13;Em Atraso;373;12961.22
16785-F;7510;Salário;Maria Sophia da Costa;830.721.956-68;2015-05-27;33651.54;1.85;2017-11-29;Encerrada;12;10601.28
96698-O;2846;Corrente;Rodrigo da Cruz;124.638.705-08;2024-07-18;10039.07;103.45;2024-10-11;Inativa;377;15910.29
72589-J;9804;Poupança;Srta. Joana Barros;928.056.374-29;2015-10-14;38680.88;11.89;2017-02-16;Encerrada;54;8929.38
69392-G;9833;Poupança;Joana da Costa;847.253.691-28;2015-03-09;28748.69;176.46;2020-09-09;Inativa;644;20118.92
33473-V;3039;Poupança;Caleb Aragão;152.480.769-94;2019-10-07;10153.88;22.78;2024-07-17;Inativa;128;15646.8
37778-N;8570;Corrente;Luara Ferreira;089.145.632-51;2015-11-13;44542.61;167.36;2018-01-25;Encerrada;804;16973.39
28809-C;1923;Salário;Caroline das Neves;056.241.937-34;2022-04-22;45260.5;112.38;2024-09-18;Em Atraso;655;19671.6
97452-T;1603;Poupança;Ravi Ramos;529.436.807-29;2019-10-26;11009.66;180.55;2024-05-18;Em Atraso;636;18873.02
70536-E;8456;Poupança;Evelyn Jesus;506.491.837-20;2023-10-07;16289.98;100.39;2024-01-26;Encerrada;456;6421.78
89209-Z;6802;Salário;Emilly Moura;190.635.247-06;2024-06-04;3570.54;178.97;2024-09-28;Em Atraso;825;4387.64
75739-E;1052;Poupança;Calebe Nogueira;694.258.703-65;2017-08-12;25763.61;125.54;2021-02-11;Inativa;770;12868.5
36086-J;8621;Salário;Maysa Camargo;567.824.193-19;2016-02-10;18813.17;151.4;2016-04-20;Ativa;769;80206.62
75007-W;7381;Salário;Théo Casa Grande;695.247.381-55;2017-06-20;10884.04;225.63;2021-03-06;Inativa;960;10013.72
22430-Z;3846;Poupança;Breno Albuquerque;514.893.670-39;2019-07-02;48097.55;189.14;2021-01-13;Inativa;940;5692.21
35168-I;9414;Poupança;Vinicius Albuquerque;150.986.473-39;2022-12-26;11861.95;76.88;;Inativa;353;2159.02
82941-J;9148;Corrente;Rhavi Souza;329.081.756-30;2021-10-08;29915.42;120.69;2023-05-15;Em Atraso;645;8488.53
35717-Q;4226;Poupança;Nathan Moreira;429.873.610-50;2016-04-24;11469.75;159.71;2019-12-27;Inativa;878;10425.62
82276-A;8802;Corrente;Hadassa Nascimento;612.435.079-34;2023-10-26;35157.28;82.31;2023-11-25;Inativa;612;3415.21
26955-V;6040;Corrente;Renan da Cunha;;2020-10-26;4964.96;150.59;2020-11-11;Inativa;533;9110.65
30666-R;6279;Poupança;Sr. Davi Miguel Carvalho;904.857.162-67;2018-09-19;31404.32;237.83;2022-11-04;Em Atraso;896;7012.37
41742-H;3668;Poupança;Benjamin Duarte;;2024-07-01;28971.69;190.74;2024-09-21;Em Atraso;838;20331.93
65946-C;9793;Salário;Sra. Ana Clara Pacheco;386.172.940-78;2016-04-05;43852.55;144.4;2021-01-09;Ativa;737;100423.57
90389-M;9929;Salário;Maria Luísa Cavalcante;236.750.194-70;2018-06-12;7232.89;276.22;2023-02-26;Inativa;994;4947.64
55004-N;6251;Salário;Luiz Otávio Guerra;671.984.302-87;2017-04-08;28826.15;58.49;2018-08-28;Encerrada;532;15868.76
12072-C;7478;Salário;João Gabriel Brito;407.958.123-88;2019-01-30;22971.86;75.42;2020-02-20;Ativa;333;15206.44
14326-H;3346;Salário;Valentina Castro;580.342.971-60;2024-12-19;14251.68;100.19;2025-01-05;Em Atraso;408;17680.12
45153-A;7201;Corrente;Luiz Fernando Fernandes;134.629.507-70;2017-12-02;21347.44;192.85;2022-12-14;Inativa;738;10422.77
14902-K;1020;Salário;Lunna Abreu;691.402.387-50;2015-10-09;36968.08;165.63;2024-04-19;Ativa;639;8682.6
28402-F;1080;Salário;Bianca Borges;045.289.673-83;;10997.56;87.06;2022-12-15;Encerrada;328;1460.51
98120-T;1585;Salário;Srta. Yasmin Sampaio;730.986.214-78;2016-07-15;9471.23;195.79;2021-09-16;Encerrada;667;7106.73
39109-N;3300;Salário;Srta. Lavínia Machado;125.943.780-97;2018-07-02;5226.43;16.41;2020-11-10;Encerrada;131;1943.87
78497-K;1850;Salário;Lucas Gabriel Ribeiro;491.762.583-19;2015-04-22;21371.78;105.84;2017-07-13;Inativa;620;14676.67
21185-K;5353;Poupança;José Carvalho;120.963.475-99;2023-07-05;12903.78;136.49;2024-09-09;Em Atraso;711;4933.46
82971-C;8226;Poupança;Ana Lívia Montenegro;348.092.156-60;2016-01-24;40814.94;122.67;;Ativa;924;15481.54
15692-Z;5214;Salário;Luiz Otávio da Mota;817.624.059-11;2015-04-26;27007.68;192.05;2020-11-01;Em Atraso;998;19378.86
13028-Q;5887;Poupança;Nina Cardoso;943.678.251-91;2022-07-05;7474.59;99.33;2022-12-18;Inativa;609;3521.61
47703-A;3963;Salário;Luana Lopes;395.468.072-65;2016-09-16;8191.5;55.04;;Inativa;484;8061.71
61023-X;2792;Salário;Leonardo Aparecida;291.843.760-31;2024-01-26;28672.11;204.91;2024-05-17;Em Atraso;899;8272.15
49415-S;1796;Salário;Maria Cecília Melo;061.839.245-98;2019-05-21;38416.28;162.24;2024-02-26;;607;3204.82
77068-L;9065;Salário;Rhavi da Mata;043.196.278-22;2023-10-26;25799.59;32.04;2024-09-01;Encerrada;247;18209.62
29864-U;8962;Salário;Srta. Julia Freitas;792.368.054-00;2021-02-01;5935.33;187.49;2021-08-18;Em Atraso;946;7392.68
42130-B;7277;Salário;Sra. Laís Viana;612.750.348-53;2021-09-19;48251.29;82.54;2022-05-01;Encerrada;535;13681.32
56941-K;1393;Corrente;Carolina da Costa;804.719.635-93;2022-06-14;40916.36;109.47;2024-10-30;Ativa;383;17591.44
64012-G;2616;;Caleb Pires;874.265.319-37;2020-04-17;21809.71;227.48;2020-11-24;Em Atraso;860;13171.56
46029-Y;3998;Corrente;Sr. João Gabriel da Mata;379.605.421-80;2019-09-01;10501.49;102.17;2024-10-04;Ativa;428;9420.41
88223-C;6899;Corrente;Maria Fernanda da Rocha;234.185.076-62;2021-11-30;10806.02;53.97;2023-02-01;Inativa;504;6406.55
61699-B;9611;Poupança;Benjamin Marques;795.826.413-55;2019-08-16;21655.57;47.36;2024-09-21;Inativa;223;10644.01
72625-W;9510;Salário;Sr. Kaique da Luz;612.548.079-85;2020-11-15;16392.79;137.7;2023-07-07;Inativa;673;11706.52
55430-N;1347;Corrente;Hellena Vasconcelos;523.841.670-90;2017-06-17;36770.77;81.22;2019-07-15;Inativa;474;14672.28
47654-X;9678;Corrente;Dr. Fernando Silva;742.019.638-96;2022-08-09;15059.23;112.95;2024-10-25;Em Atraso;646;4730.35
97074-L;9946;Corrente;Isabel Gomes;162.895.730-12;2017-10-15;11957.77;125.11;2023-01-07;Ativa;501;12083.65
25766-N;8682;Salário;Oliver Pimenta;687.290.134-96;2017-12-17;11601.58;113.93;2023-11-30;Encerrada;724;17937.49
98663-C;4892;Poupança;Milena Nascimento;641.387.095-84;;7662.87;81.62;2024-09-20;Inativa;418;16333.03
27469-D;8101;Corrente;Hadassa Souza;197.685.243-91;2020-10-02;11329.65;95.31;2021-01-30;Em Atraso;899;3258.4
73861-X;2007;Corrente;Fernanda Fogaça;190.273.458-05;2025-01-22;22913.49;11.41;2025-01-28;Inativa;98;14757.6
25340-W;9011;Salário;Marcela Sousa;235.019.786-77;2019-05-09;8074.02;189.7;2021-10-27;Ativa;714;10764.22
10065-S;;Salário;Enzo Cunha;;2023-03-20;29191.8;3.12;2024-12-22;Encerrada;11;2983.73
86696-A;6403;;Isaac Pereira;729.681.350-40;2019-04-16;9245.57;152.71;2020-07-20;Encerrada;580;12851.81
25015-J;8693;Corrente;Levi da Conceição;570.634.198-20;2015-10-09;;84.24;2021-12-13;Em Atraso;383;6958.67
59325-Z;8317;Salário;Pietro Cardoso;496.752.803-10;2018-06-01;47851.12;3.0;2023-08-10;Em Atraso;23;4350.53
12523-P;9099;Corrente;Maria Julia Vieira;895.730.126-77;2022-08-19;19530.94;114.18;2023-08-06;Inativa;481;12960.86
97295-S;6486;Poupança;Melissa Monteiro;415.083.629-98;2019-06-06;887.73;459.01;2020-03-11;Encerrada;283;7884.35
61351-B;8930;Salário;Rael Cardoso;604.917.852-67;2019-11-10;36558.23;53.87;2020-03-08;Ativa;457;6136.75
58292-E;9964;Salário;Maria Sophia Ferreira;126.097.843-50;2022-04-03;46091.07;51.53;2023-03-21;Em Atraso;355;15731.11
88064-P;8856;Corrente;Felipe Jesus;501.893.764-57;2020-10-28;21432.9;153.81;2024-07-07;Ativa;788;4627.12
10383-A;7534;Poupança;Dr. Carlos Eduardo Gomes;514.837.920-05;2016-06-06;48778.42;68.47;2021-12-01;Inativa;309;10303.06
50657-T;9274;Corrente;Dr. Thomas Aragão;964.257.013-07;2017-05-16;49702.5;73.66;2023-11-19;Encerrada;573;15752.27
84854-E;8976;Salário;Eloah Campos;713.095.862-68;2024-01-02;17757.81;100.99;2024-04-25;Ativa;406;7793.62
33143-I;5329;Poupança;Thales da Conceição;;2016-05-17;34514.28;268.08;2017-10-27;Ativa;969;16228.74
36581-O;9397;Salário;Mathias Borges;281.653.947-46;;40547.79;6.81;2023-09-23;Encerrada;68;3609.62
31075-R;2832;Salário;Marcela Cassiano;084.976.513-75;2015-02-10;17385.22;97.5;2022-03-24;Encerrada;597;4249.08
55248-R;5924;Corrente;Maria Vitória Sá;095.713.846-66;2022-11-10;36787.54;41.31;2023-08-13;Encerrada;139;1206.98
68232-K;6410;Salário;Amanda Borges;620.749.815-11;;21918.38;241.97;2022-01-14;Inativa;942;
22826-K;7525;Salário;Dra. Maria Cecília Silva;376.542.198-73;2019-04-22;5631.14;191.18;2024-04-25;Inativa;651;14458.56
79697-N;6335;Salário;Gael Henrique Sampaio;469.108.753-20;2022-11-06;8683.09;162.1;2024-03-08;Inativa;820;12953.39
45063-F;;Salário;Samuel Mendonça;689.245.310-42;2017-10-08;1678.3;255.02;2019-04-05;Inativa;950;15875.23
55045-R;8184;Corrente;Sr. Luiz Fernando Aragão;016.928.574-01;2019-08-05;3832.59;2.02;2023-07-31;Em Atraso;65;4580.68
78778-U;4291;Salário;Dom Moreira;910.625.847-67;2019-10-17;5831.79;139.7;2020-09-01;Inativa;566;17296.64
83796-T;3456;Poupança;Dra. Joana Aragão;359.012.876-30;2016-08-12;204527.46;98.36;2018-04-03;Encerrada;608;48541.28
48153-B;2245;Corrente;Caroline Aragão;729.416.038-40;2019-06-27;40497.31;95.85;2023-05-28;Inativa;470;4169.6
62941-N;7689;Corrente;Dr. Pedro Henrique Nunes;567.843.291-55;2023-07-14;5277.42;124.18;2024-12-04;Encerrada;727;20255.48
45567-R;3915;Poupança;José Pedro Siqueira;467.018.395-84;2018-08-22;13790.51;202.09;2023-01-12;Encerrada;913;4423.31
29677-I;6967;Corrente;Vinícius Viana;273.198.560-77;2015-08-13;-639.8;80.6;2017-02-03;Em Atraso;546;
30673-R;2353;Corrente;Luiz Felipe Correia;689.275.340-00;2021-01-21;33730.22;63.52;2022-09-02;Ativa;574;15910.87
87033-J;6064;Corrente;Maria Fernanda da Cunha;486.197.203-50;2023-06-20;17650.87;96.33;2023-08-07;Encerrada;360;14732.48
62454-Z;7874;Poupança;Pedro Rezende;381.756.294-28;2021-09-11;44843.25;76.82;2024-04-28;Ativa;640;17719.12
72851-A;4939;Salário;Emanuella Abreu;307.412.896-87;2017-09-13;;188.71;2020-04-30;Em Atraso;671;14025.57
87713-Q;7568;Salário;Sra. Ana Lívia Nunes;368.724.015-08;2018-09-24;5801.17;120.11;2019-10-13;Ativa;486;19234.74
36258-D;9235;Salário;Ana Sophia da Rosa;852.149.760-11;2015-03-11;30349.65;168.34;2019-02-27;Encerrada;705;7607.96
85222-I;1404;Corrente;Ana Sophia Casa Grande;256.341.978-64;2022-03-30;36256.03;39.9;2024-09-17;Inativa;383;90150.2
47759-U;6539;Salário;Maria Júlia Cassiano;784.109.532-50;;1173.44;121.64;2019-08-15;Ativa;629;17730.01
35470-N;8561;Salário;Dra. Stephany Cardoso;217.590.643-43;2015-05-04;44660.59;37.68;2021-08-19;Em Atraso;166;6567.66
80093-O;2523;Salário;Fernanda Costa;072.315.489-97;;-929.78;66.24;2022-10-11;Ativa;380;1753.67
49093-R;6049;Salário;Benjamin Marques;792.406.531-80;2020-05-16;15320.76;165.0;2021-01-29;Ativa;705;13689.85
37153-A;1134;Poupança;Dra. Isabella Correia;014.273.958-88;2019-12-10;21218.67;55.35;2020-10-21;Encerrada;479;17672.22
48671-P;1381;Poupança;Emanuella Sampaio;672.310.485-44;2021-02-03;42740.25;25.73;2023-09-26;Encerrada;240;1287.49
68004-B;;Salário;Davi Lucca Leão;695.231.874-73;2018-11-01;25698.3;144.46;2022-09-09;Inativa;873;1571.36
88633-V;5477;Salário;Ana Sophia Campos;426.180.975-30;2018-06-15;36643.04;6.87;2021-11-26;Ativa;61;12521.01
35143-L;6299;Salário;Yuri Albuquerque;362.504.987-29;2019-07-19;7071.46;21.5;2024-09-09;Inativa;116;4957.63
44080-R;5464;Salário;Erick Pinto;476.281.059-20;2020-11-30;12863.89;124.62;2024-07-17;Em Atraso;419;18288.86
57769-F;6517;Salário;Nathan Ribeiro;064.352.187-90;2024-03-11;8379.03;73.78;2024-08-16;Ativa;613;14026.54
63451-G;5217;Corrente;Matteo Garcia;013.467.958-00;2023-11-08;46018.06;268.72;2024-05-19;Inativa;934;14995.22
30350-G;8969;Salário;Maria Sophia Barros;608.942.351-33;2017-07-07;38477.64;138.06;2020-12-19;Em Atraso;726;5587.98
79098-R;9700;Corrente;Dra. Eloá Novaes;201.479.586-01;2017-08-16;423396.62;23.22;2023-11-29;Inativa;88;6087.93
88876-H;1021;Poupança;João Guilherme Mendes;032.547.891-05;2023-08-27;42279.11;62.45;2025-01-04;Encerrada;251;12029.7
87909-X;4185;Salário;Allana Azevedo;390.184.752-97;2020-08-03;39347.18;66.32;2022-05-03;Inativa;455;8201.48
61292-B;9315;Poupança;Dr. Théo Guerra;278.593.401-60;2022-04-25;40896.9;49.43;2022-08-21;Inativa;184;17261.47
25344-J;8625;Poupança;Pedro Lucas Pastor;289.146.357-91;2022-09-11;16101.23;117.65;2023-03-27;Em Atraso;533;4078.28
42176-H;2119;Poupança;Maria Alice Novaes;147.806.392-04;2022-12-23;306354.69;182.89;2024-11-24;Encerrada;927;10308.31
65944-S;2289;Poupança;Fernando Nunes;479.231.605-70;2016-05-14;43186.35;55.36;2023-03-02;Ativa;490;5014.6
16214-X;3042;Salário;Dr. Pedro Lucas Cirino;153.087.249-97;2018-06-04;9454.09;141.9;2021-05-24;Em Atraso;964;10869.02
91355-V;4076;Salário;Mirella Correia;415.607.328-90;2018-11-05;34221.45;30.01;2022-12-02;Em Atraso;243;14947.85
46558-L;2055;Salário;Benicio Porto;910.248.653-98;2018-07-21;37508.79;119.83;2025-01-28;Inativa;758;5514.98
92262-M;1433;Salário;Kaique Albuquerque;375.089.416-75;2021-05-10;8122.98;59.28;2023-04-01;Em Atraso;563;18778.08
75820-M;3383;Corrente;Bruno Vargas;598.143.026-51;2017-09-24;36818.16;91.18;2018-10-09;;393;10979.65
40243-Z;9242;Salário;Dr. Ravi Lucca Vargas;398.712.546-28;2024-01-31;23118.82;124.1;2024-02-15;Encerrada;578;19634.88
45075-E;2013;Corrente;Eloah Campos;261.937.058-21;2016-12-07;27543.53;16.44;2022-12-27;Inativa;136;16397.51
40409-U;2484;Salário;Mariah Silva;894.523.607-47;2017-10-20;44122.16;230.03;2018-06-30;;989;10577.02
63862-R;6695;Poupança;Luiz Fernando Novais;163.408.725-90;2016-12-19;10699.9;;2019-03-06;Ativa;304;14037.69
