PacienteID;Nome;CPF;Data_Nascimento;Genero;Data_Admissao;Data_Alta;Diagnostico;Procedimento;Quantidade_Exames;Custo_Total;Medico_Responsavel;Dias_Internacao
HOSP-04233;Ian Siqueira;;2007-08-10;Masculino;2024-02-28;;Fratura;Cirurgia Cardíaca;10;7608.22;Dr(a). Sales;20
HOSP-04234;Maitê Cardoso;034.917.852-60;1960-05-08;Masculino;2024-07-13;2024-07-20;Covid-19;Observação;7;5891.29;Dr(a). Mendonça;7
HOSP-04235;Emanuelly Vasconcelos;;2008-11-07;Feminino;2024-08-07;2024-08-27;Diabetes Descompensada;Observação;3;4001.84;Dr(a). Oliveira;20
HOSP-04236;Thiago Lima;238.961.045-51;1978-04-12;Feminino;2025-01-23;2025-01-27;Infarto;Cirurgia;1;2071.28;Dr(a). Correia;4
HOSP-04237;Sra. Lunna Mendonça;782.643.915-91;1941-05-31;Masculino;2024-09-02;2024-09-19;Infarto;Tratamento Clínico;6;4828.09;Dr(a). Vasconcelos;17
HOSP-04238;Augusto Aparecida;165.724.083-53;2005-04-23;Masculino;2024-04-29;2024-05-24;Apendicite;Fisioterapia;7;5615.27;Dr(a). da Cruz;25
HOSP-04239;Luan Oliveira;876.923.014-50;1950-02-07;Masculino;2024-03-12;2024-04-11;Infarto;Cirurgia;9;7344.07;Dr(a). Correia;30
HOSP-04240;Carlos Eduardo Novaes;237.461.589-82;1998-04-26;Masculino;2024-02-18;2024-03-11;Covid-19;Cirurgia;3;3516.31;Dr(a). Peixoto;22
HOSP-04241;Dr. Pedro Henrique Teixeira;472.805.361-07;1940-09-20;Masculino;2024-12-08;2024-12-27;Hipertensão;Fisioterapia;9;6657.84;Dr(a). Cassiano;19
HOSP-04242;José Pedro Araújo;805.723.149-14;1941-10-26;Feminino;2024-11-18;2024-12-02;Infarto;Tratamento Clínico;2;3822.02;Dr(a). Dias;14
HOSP-04243;João Gabriel Aragão;937.521.648-91;2019-06-16;Masculino;2024-05-29;2024-06-03;Diabetes Descompensada;Observação;9;68208.99;Dr(a). da Mata;5
HOSP-04244;Diogo Moura;308.291.645-70;1933-01-08;Masculino;2024-05-14;2024-06-03;Fratura;Tratamento Clínico;7;4901.08;Dr(a). Costa;20
HOSP-04245;Srta. Luana Andrade;849.376.025-00;1987-03-18;Feminino;2024-10-29;2024-11-10;Covid-19;Cirurgia Cardíaca;7;6047.26;Dr(a). Casa Grande;12
HOSP-04246;Hellena Borges;185.093.427-41;2025-01-27;Feminino;2024-09-10;2024-09-21;Pneumonia;Observação;8;7006.5;Dr(a). Monteiro;11
HOSP-04247;Luara da Conceição;672.150.938-59;1987-12-13;Masculino;2024-09-22;2024-10-15;Fratura;Tratamento Clínico;2;3072.74;Dr(a). Alves;23
HOSP-04248;Lucas Farias;782.015.694-58;1966-08-16;Feminino;2024-03-18;2024-04-03;Hipertensão;Cirurgia;7;5442.88;Dr(a). Moraes;16
HOSP-04249;Heloisa Vargas;097.125.368-40;1981-01-04;Feminino;2024-11-10;2024-11-13;Hipertensão;Antibióticos;3;4616.06;Dr(a). Azevedo;3
HOSP-04250;Lucas Novais;024.975.631-52;1974-03-20;Feminino;2025-01-06;2025-02-05;Hipertensão;Cirurgia;2;3989.3;Dr(a). Ferreira;30
HOSP-04251;Thiago Nogueira;;1926-09-30;Feminino;2024-10-15;2024-10-24;Infarto;Cirurgia;9;6628.55;Dr(a). Almeida;9
HOSP-04252;Mathias Cunha;971.386.245-73;2015-07-01;Feminino;2024-02-12;2024-03-11;Trauma Crânio-Encefálico;Cirurgia Cardíaca;1;2906.34;Dr(a). Pires;28
HOSP-04253;;076.921.853-95;1995-06-24;Masculino;2024-06-21;2024-06-30;Pneumonia;Tratamento Clínico;4;4177.91;Dr(a). da Conceição;9
HOSP-04254;Maria Helena Novaes;234.067.189-22;2002-04-05;Masculino;2024-02-18;2024-03-17;Apendicite;Observação;6;6465.64;Dr(a). Monteiro;28
HOSP-04255;Dante Moraes;674.802.951-11;1931-10-10;Feminino;2024-11-09;2024-11-22;Hipertensão;Cirurgia;6;5951.08;Dr(a). Vieira;13
HOSP-04256;Leandro Vargas;598.164.032-42;2020-11-15;Feminino;2024-06-20;;Fratura;Observação;7;6541.01;Dr(a). Cavalcante;19
HOSP-04257;Ágatha da Mota;317.894.526-19;1990-08-06;Masculino;2024-11-23;2024-12-16;Pneumonia;Observação;7;5932.18;Dr(a). Andrade;23
HOSP-04258;Dra. Sara Martins;;1945-02-19;Masculino;2024-11-04;2024-11-07;Hipertensão;Antibióticos;3;4047.54;Dr(a). Silveira;3
HOSP-04259;Dra. Lorena da Conceição;954.160.823-05;1943-02-21;Feminino;2024-07-01;2024-07-28;Infarto;Cirurgia Cardíaca;7;5328.74;Dr(a). Machado;27
HOSP-04260;Jade Pimenta;406.287.153-07;1960-01-28;Feminino;2024-11-24;2024-12-07;Fratura;Cirurgia;10;6712.88;Dr(a). Cavalcante;13
HOSP-04261;Anthony Gabriel Gomes;452.619.738-64;2020-05-17;Masculino;2024-06-03;2024-06-10;Trauma Crânio-Encefálico;Antibióticos;3;4754.63;Dr(a). Cunha;7
HOSP-04262;Raquel Rodrigues;897.216.340-69;1957-11-13;Feminino;2024-05-13;2024-05-28;Fratura;Antibióticos;6;5059.41;Dr(a). Porto;15
HOSP-04263;Srta. Laís Martins;851.743.062-07;1957-06-16;Feminino;2024-06-23;2024-07-23;Hipertensão;Cirurgia;8;5281.85;;30
HOSP-04264;Sr. Luiz Fernando Ramos;358.791.064-20;1938-08-12;Feminino;2024-11-15;2024-11-16;Apendicite;Tratamento Clínico;1;2150.17;Dr(a). Câmara;1
HOSP-04265;Lunna Nogueira;016.784.529-20;1951-03-03;Masculino;2024-12-30;2025-01-19;Hipertensão;Fisioterapia;4;4520.71;Dr(a). Costa;20
HOSP-04266;Lívia Garcia;852.679.430-29;1948-08-17;Feminino;2024-08-07;2024-08-17;Infarto;Cirurgia;9;5887.98;Dr(a). Sales;10
HOSP-04267;Ana Vitória Ramos;938.416.072-50;1969-04-24;Masculino;2024-09-13;2024-09-20;Pneumonia;Cirurgia;1;2460.74;Dr(a). Pimenta;7
HOSP-04268;Bruno Costa;489.736.502-38;1957-07-11;Masculino;2024-03-10;2024-04-04;Infarto;;9;5423.48;Dr(a). Rocha;25
HOSP-04269;João Pedro Rocha;917.603.842-40;1941-05-02;Feminino;2024-06-21;2024-07-05;Infarto;Tratamento Clínico;9;6848.67;Dr(a). Alves;14
HOSP-04270;Camila da Costa;975.680.243-00;1943-10-14;Feminino;2024-12-04;2024-12-23;Trauma Crânio-Encefálico;Observação;3;4739.97;Dr(a). Guerra;19
HOSP-04271;Igor Alves;734.215.809-79;2000-11-07;Masculino;2024-02-29;2024-03-22;Fratura;Cirurgia Cardíaca;4;4986.54;Dr(a). Dias;22
HOSP-04272;Srta. Agatha Silveira;385.417.960-00;1950-09-14;Masculino;2024-12-30;2025-01-17;Diabetes Descompensada;Antibióticos;7;6258.61;Dr(a). Siqueira;18
HOSP-04273;Maria Vitória Leão;937.524.186-64;2004-11-13;Masculino;2024-02-24;2024-03-11;Covid-19;Cirurgia Cardíaca;5;5645.36;Dr(a). Fonseca;16
HOSP-04274;Sra. Nina Cavalcanti;657.320.498-00;1926-09-25;Masculino;2024-08-11;2024-08-26;Covid-19;Cirurgia Cardíaca;6;4947.69;Dr(a). Duarte;15
HOSP-04275;Maysa da Luz;194.825.603-70;2006-12-21;Masculino;2024-06-10;2024-07-05;Diabetes Descompensada;Antibióticos;9;5503.99;Dr(a). Jesus;25
HOSP-04276;Théo Gomes;750.938.216-59;2004-03-06;Feminino;2025-01-20;2025-01-29;Diabetes Descompensada;Cirurgia Cardíaca;2;3493.85;Dr(a). Alves;9
HOSP-04277;Ravi Lucca Souza;329.510.784-04;1981-01-25;Feminino;2025-01-29;2025-02-04;Hipertensão;Antibióticos;1;2210.18;Dr(a). Dias;78
HOSP-04278;;697.430.185-57;1991-12-20;Feminino;2024-12-02;2024-12-09;Diabetes Descompensada;Tratamento Clínico;7;6821.38;Dr(a). da Conceição;7
HOSP-04279;Levi Porto;609.257.834-47;1938-04-14;Feminino;2024-07-27;2024-08-09;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;3986.15;Dr(a). Vasconcelos;91
HOSP-04280;Leonardo Martins;249.870.531-79;2015-08-24;Feminino;2025-01-07;2025-01-23;Apendicite;Tratamento Clínico;4;4610.48;Dr(a). Porto;16
HOSP-04281;Ana Lívia Campos;065.423.817-08;1925-02-27;Feminino;2024-08-17;2024-08-23;Diabetes Descompensada;Cirurgia;2;3726.13;Dr(a). Brito;6
HOSP-04282;Mariah da Cunha;290.756.381-59;2006-10-06;Feminino;2024-10-23;2024-10-29;Hipertensão;Observação;2;3685.85;Dr(a). Sampaio;6
HOSP-04283;Manuela Pereira;870.469.123-78;1994-06-15;Feminino;2024-06-30;2024-07-04;Pneumonia;Cirurgia Cardíaca;6;4783.74;Dr(a). Pacheco;4
HOSP-04284;Ryan da Rosa;927.830.514-60;2008-10-05;Masculino;2024-03-04;2024-03-11;Infarto;Antibióticos;5;4634.57;Dr(a). Leão;7
HOSP-04285;Caroline da Cunha;860.914.573-57;2024-12-13;Feminino;2024-05-24;2024-06-20;Pneumonia;Observação;5;5811.46;Dr(a). Ribeiro;27
HOSP-04286;Maria Luísa Souza;072.153.946-70;1930-06-20;Masculino;2024-05-05;2024-05-09;Trauma Crânio-Encefálico;Cirurgia;7;5412.91;Dr(a). Borges;4
HOSP-04287;Vinícius Vasconcelos;695.013.874-10;1934-02-09;Masculino;2024-12-12;2024-12-18;Apendicite;Cirurgia Cardíaca;9;6944.17;Dr(a). Viana;6
HOSP-04288;Gabriela da Cruz;375.091.468-01;1943-08-30;Feminino;2025-01-12;2025-01-21;Diabetes Descompensada;Tratamento Clínico;8;5646.73;Dr(a). Rocha;9
HOSP-04289;Ana Vitória Pires;832.064.175-62;2000-04-21;Masculino;2024-05-03;2024-05-11;Infarto;Cirurgia Cardíaca;10;6662.65;Dr(a). Pacheco;8
HOSP-04290;Otávio Ribeiro;439.128.576-28;2015-04-17;Feminino;2024-08-13;2024-09-09;Apendicite;Cirurgia;9;7120.49;Dr(a). Macedo;27
HOSP-04291;Ayla Moreira;187.439.560-84;1963-04-22;Feminino;2024-06-23;2024-07-20;Hipertensão;Tratamento Clínico;1;2507.9;Dr(a). Cavalcanti;27
HOSP-04292;Dante Fonseca;148.736.520-90;1953-08-14;Feminino;2025-01-28;2025-02-26;Covid-19;Observação;3;4740.92;Dr(a). Fogaça;29
HOSP-04293;Sarah Vargas;258.673.409-29;2022-06-12;Masculino;2024-08-01;2024-08-20;Trauma Crânio-Encefálico;Observação;9;6562.47;Dr(a). Moraes;19
HOSP-04294;Maria Laura Ribeiro;837.504.169-66;1933-07-21;Feminino;2024-05-03;2024-05-20;Apendicite;Tratamento Clínico;7;5969.41;Dr(a). da Rosa;17
HOSP-04295;Srta. Gabrielly Fogaça;970.358.624-47;1978-06-17;Feminino;2024-03-01;2024-03-29;Diabetes Descompensada;Tratamento Clínico;4;4914.72;Dr(a). Cirino;28
HOSP-04296;Benjamin Pastor;014.736.298-96;1944-03-20;Masculino;2024-10-04;2024-10-20;Covid-19;Antibióticos;10;89473.81;Dr(a). Pastor;16
HOSP-04297;Pedro Henrique Viana;348.510.297-05;1960-06-28;Masculino;2024-12-24;2025-01-06;Diabetes Descompensada;Cirurgia;10;6415.76;Dr(a). Brito;104
HOSP-04298;Heloísa Gomes;104.736.925-70;1997-01-04;;2024-06-16;2024-07-13;Hipertensão;Cirurgia;7;4857.15;Dr(a). Nunes;27
HOSP-04299;Beatriz Dias;486.027.139-40;1954-07-31;Masculino;2025-01-23;2025-02-13;Diabetes Descompensada;Observação;6;4975.38;Dr(a). Caldeira;21
HOSP-04300;Dr. Theo Nunes;387.059.462-47;2001-04-25;Masculino;2024-02-16;2024-03-01;Infarto;Tratamento Clínico;2;3384.41;Dr(a). Borges;14
HOSP-04301;Cauê Gonçalves;953.047.216-16;1991-12-04;Feminino;2024-02-10;2024-02-22;Hipertensão;Cirurgia;8;6857.08;Dr(a). Santos;12
HOSP-04302;Manuella Almeida;381.504.926-15;1939-11-24;Masculino;2024-06-23;2024-07-09;Covid-19;Cirurgia;10;7500.09;Dr(a). Campos;16
HOSP-04303;Lorenzo Novaes;294.506.718-85;1951-03-30;Feminino;2024-07-16;2024-08-07;Hipertensão;Tratamento Clínico;7;6799.98;Dr(a). Leão;22
HOSP-04304;;621.853.904-06;1987-09-01;Masculino;2024-07-12;2024-08-03;Hipertensão;Antibióticos;6;5525.75;Dr(a). Pastor;22
HOSP-04305;José Pedro Sales;139.652.087-21;1963-06-23;Feminino;2024-12-14;2024-12-25;Apendicite;Cirurgia;3;4597.93;Dr(a). Vargas;11
HOSP-04306;Arthur Gabriel da Conceição;596.087.321-40;1961-08-20;Masculino;2024-06-19;2024-07-06;;Observação;2;3344.49;Dr(a). Montenegro;17
;Ravi Albuquerque;461.239.508-51;1971-11-15;Masculino;2024-04-12;2024-04-24;Trauma Crânio-Encefálico;Fisioterapia;7;5746.61;Dr(a). Cirino;12
HOSP-04308;Stella Andrade;054.632.918-70;1970-09-27;Feminino;2024-10-22;2024-11-08;Hipertensão;Antibióticos;10;5534.62;Dr(a). Garcia;17
HOSP-04309;Maria Sophia Pinto;;1988-10-08;Masculino;2024-02-12;2024-03-07;Infarto;Tratamento Clínico;95;4640.98;Dr(a). Pimenta;24
HOSP-04310;Zoe Farias;431.529.860-33;2014-10-23;Feminino;2024-07-26;;Pneumonia;Tratamento Clínico;3;3214.86;Dr(a). Mendes;29
HOSP-04311;Caroline Albuquerque;951.630.728-03;1959-04-29;Feminino;2024-03-04;2024-03-08;Trauma Crânio-Encefálico;Fisioterapia;3;4319.0;Dr(a). Abreu;4
HOSP-04312;Bianca Duarte;304.612.978-50;1935-01-31;Feminino;2024-06-27;2024-07-15;Covid-19;Tratamento Clínico;6;5730.17;Dr(a). Cavalcanti;18
HOSP-04313;Mariane Cassiano;769.540.821-20;2012-04-14;Feminino;2024-05-20;2024-05-31;Pneumonia;Cirurgia;6;6325.59;Dr(a). Mendes;11
HOSP-04314;Isis Silveira;027.859.163-95;1959-05-21;Feminino;2024-03-07;2024-04-06;Infarto;;7;6590.51;Dr(a). Viana;30
HOSP-04315;Melissa Farias;392.718.046-78;1964-01-03;Masculino;2024-05-22;2024-06-04;Pneumonia;Tratamento Clínico;5;5246.43;Dr(a). Castro;13
HOSP-04316;Sr. Brayan Almeida;032.174.965-07;1944-05-29;Feminino;2024-04-14;2024-04-30;Infarto;Antibióticos;8;6963.27;Dr(a). Andrade;16
HOSP-04317;Bella Alves;142.059.638-15;2021-11-01;Masculino;2025-01-04;2025-01-23;Pneumonia;Tratamento Clínico;10;6523.91;Dr(a). Costela;19
HOSP-04318;Antonella da Luz;270.159.836-21;1967-11-06;Feminino;2024-11-17;2024-12-12;Infarto;Observação;6;5249.93;Dr(a). Machado;25
HOSP-04319;Emanuel Carvalho;826.013.754-26;1959-12-22;Feminino;2024-11-16;2024-11-22;Diabetes Descompensada;Fisioterapia;3;3971.71;Dr(a). Pacheco;6
HOSP-04320;Ana Júlia Sampaio;156.730.824-44;2011-12-27;Masculino;2024-07-09;2024-07-12;Infarto;Tratamento Clínico;10;6442.4;Dr(a). Carvalho;3
HOSP-04321;Anthony Nogueira;045.316.829-98;1968-08-26;Feminino;2024-11-28;2024-12-04;Pneumonia;Cirurgia;7;6614.65;Dr(a). Mendonça;6
HOSP-04322;Isabelly Novaes;054.682.971-67;1988-06-19;Masculino;2025-02-01;2025-02-10;Trauma Crânio-Encefálico;Observação;10;7225.55;Dr(a). Pereira;9
HOSP-04323;Dra. Maria Flor Souza;035.814.296-24;1982-03-28;Feminino;2024-08-11;2024-08-16;Fratura;Cirurgia Cardíaca;8;116302.87;Dr(a). Sousa;5
HOSP-04324;Camila Souza;576.384.012-71;1990-01-06;Masculino;2024-05-07;2024-06-01;Pneumonia;Antibióticos;2;3761.85;Dr(a). Porto;
HOSP-04325;Ana Luiza Pereira;697.523.081-12;1945-01-01;Masculino;2024-10-22;2024-11-17;Infarto;Cirurgia Cardíaca;7;6590.36;Dr(a). Gonçalves;26
HOSP-04326;Alícia Montenegro;925.183.046-06;1974-01-09;Feminino;2024-12-16;2024-12-24;Diabetes Descompensada;Tratamento Clínico;3;4554.68;Dr(a). Castro;8
HOSP-04327;Daniela Sá;962.534.801-89;1992-10-29;Feminino;2024-04-16;2024-05-10;Fratura;Antibióticos;6;5478.55;Dr(a). Caldeira;24
HOSP-04328;Letícia Andrade;;1941-10-03;Feminino;2024-05-23;2024-06-12;Diabetes Descompensada;Cirurgia Cardíaca;9;6113.05;Dr(a). Gomes;20
HOSP-04329;;705.348.291-04;1965-10-23;;2024-12-07;2024-12-24;Pneumonia;Cirurgia;5;4184.78;Dr(a). Barbosa;17
HOSP-04330;Erick Vieira;678.253.194-19;1957-03-06;Masculino;2024-07-26;2024-08-06;Diabetes Descompensada;;10;7688.4;Dr(a). Sá;11
HOSP-04331;Allana Jesus;198.073.246-96;1987-02-01;Feminino;2024-12-31;2025-01-13;Fratura;Fisioterapia;8;5123.69;Dr(a). Siqueira;13
HOSP-04332;Cecília Rodrigues;785.426.139-37;1982-03-26;Masculino;2024-03-16;2024-03-27;Hipertensão;Cirurgia Cardíaca;8;6761.72;Dr(a). Moura;11
HOSP-04333;Dra. Maria Flor Rodrigues;763.491.258-19;1952-06-15;Masculino;2025-01-24;2025-02-01;Pneumonia;Cirurgia;8;4972.89;Dr(a). Alves;8
HOSP-04334;Leandro Barros;930.456.218-05;1949-11-02;Masculino;2024-08-07;2024-08-14;Fratura;Cirurgia;8;5054.64;Dr(a). Jesus;7
HOSP-04335;;854.690.723-47;1937-07-14;Feminino;2024-03-11;2024-04-03;Hipertensão;Fisioterapia;10;6925.89;Dr(a). Gomes;23
HOSP-04336;Diogo Caldeira;453.618.729-46;1985-06-27;Masculino;2024-07-20;2024-08-08;Pneumonia;Observação;6;5117.47;Dr(a). Macedo;19
HOSP-04337;Enrico Machado;590.634.281-89;1936-09-11;Feminino;2024-02-14;2024-03-02;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;16732.67;Dr(a). Macedo;17
HOSP-04338;Lorena Souza;561.043.829-24;1952-03-15;Feminino;2024-11-04;2024-11-10;Fratura;;3;3598.51;Dr(a). Leão;6
HOSP-04339;Dr. Gael Teixeira;415.362.980-42;2010-07-24;Masculino;2024-12-02;;Apendicite;Cirurgia;6;5614.89;Dr(a). Carvalho;10
HOSP-04340;Pietra Macedo;975.823.406-47;2016-06-09;Masculino;2024-08-18;2024-09-04;Hipertensão;Antibióticos;7;5047.65;Dr(a). Sá;17
HOSP-04341;Bernardo Castro;345.670.891-20;1985-12-08;Feminino;2024-06-26;2024-07-15;Hipertensão;Antibióticos;7;6356.2;Dr(a). da Mota;19
HOSP-04342;Josué Castro;435.270.189-05;2012-01-08;Feminino;2024-11-25;2024-12-18;Covid-19;Cirurgia Cardíaca;;3616.99;Dr(a). Albuquerque;23
HOSP-04343;Maria Laura Barros;016.358.947-00;2006-04-14;Masculino;2024-06-08;;;Fisioterapia;10;7449.45;Dr(a). Ramos;29
HOSP-04344;João Lucas Monteiro;495.318.027-50;1953-10-29;Masculino;2024-05-03;2024-05-08;Hipertensão;Antibióticos;9;7311.63;Dr(a). Dias;5
HOSP-04345;Josué Correia;203.697.851-77;2004-08-11;Feminino;2024-08-29;2024-09-07;Covid-19;Cirurgia Cardíaca;7;5576.84;;9
HOSP-04346;Arthur Abreu;450.671.938-75;1970-04-17;Masculino;2024-02-06;2024-02-18;Infarto;Cirurgia;10;7591.67;Dr(a). Rocha;12
HOSP-04347;Sra. Stephany Novais;489.576.023-56;1996-01-25;Masculino;2025-01-22;2025-02-12;Diabetes Descompensada;Observação;8;5039.32;Dr(a). Costa;21
HOSP-04348;Davi Machado;768.309.124-31;2022-07-29;Feminino;2024-04-15;2024-05-05;Apendicite;Cirurgia Cardíaca;3;4437.84;Dr(a). Borges;20
HOSP-04349;João Miguel Farias;891.653.742-82;1985-10-14;Masculino;2025-01-13;2025-02-08;Trauma Crânio-Encefálico;Antibióticos;10;6034.29;Dr(a). Moraes;26
HOSP-04350;Ana Laura Lopes;706.952.483-83;1943-04-07;Feminino;2024-09-15;2024-09-21;Pneumonia;Tratamento Clínico;1;2971.56;Dr(a). Barbosa;6
HOSP-04351;Asafe Martins;715.894.630-48;1946-03-06;Masculino;2024-07-28;2024-08-03;Covid-19;Fisioterapia;9;6788.53;Dr(a). Souza;6
HOSP-04352;Sofia Carvalho;812.549.760-94;1984-10-18;Masculino;2024-12-09;2024-12-10;Apendicite;Observação;4;4544.52;Dr(a). Fonseca;1
HOSP-04353;Gabrielly Moura;914.736.825-09;2019-03-01;Masculino;2024-05-08;2024-05-26;Fratura;Fisioterapia;3;3603.27;Dr(a). Vieira;18
HOSP-04354;Vinícius da Paz;163.207.958-59;2004-12-05;Masculino;2024-12-22;2024-12-30;Trauma Crânio-Encefálico;Cirurgia;3;3798.57;Dr(a). Mendonça;8
HOSP-04355;José Marques;724.518.309-05;1935-01-20;Masculino;2025-01-21;2025-01-28;Diabetes Descompensada;Observação;6;6446.42;Dr(a). Costela;7
HOSP-04356;Sr. João Felipe Moreira;452.896.317-55;2008-01-03;Feminino;2024-11-08;2024-11-21;Apendicite;Fisioterapia;8;6384.49;Dr(a). Aparecida;13
HOSP-04357;Julia Sales;245.916.073-99;1949-06-22;Feminino;2024-11-22;2024-11-27;Diabetes Descompensada;Cirurgia Cardíaca;5;5798.21;Dr(a). Rocha;65
HOSP-04358;Sra. Ágatha Brito;953.814.067-20;1990-02-19;Masculino;2024-12-16;2024-12-21;Apendicite;Antibióticos;2;3948.37;Dr(a). Siqueira;5
HOSP-04359;Hadassa Gomes;687.325.091-03;1947-12-08;Masculino;2024-10-13;2024-10-30;Pneumonia;Cirurgia Cardíaca;9;6197.62;Dr(a). Moraes;17
HOSP-04360;Paulo Brito;576.391.204-70;1940-06-19;Feminino;2024-11-06;2024-11-08;Hipertensão;Antibióticos;6;6128.79;Dr(a). das Neves;2
HOSP-04361;Mariane Cassiano;789.064.352-74;1988-03-08;Feminino;2024-02-05;2024-02-12;Apendicite;Observação;7;6502.27;Dr(a). Pacheco;7
;Ravi Lucca Campos;691.840.327-31;1977-08-18;Feminino;2024-09-12;2024-09-13;Infarto;Cirurgia Cardíaca;5;5292.81;Dr(a). Montenegro;1
HOSP-04363;Stella Casa Grande;741.639.028-13;1945-07-18;Masculino;2024-02-06;2024-03-04;Trauma Crânio-Encefálico;Antibióticos;4;5091.94;Dr(a). Barbosa;27
HOSP-04364;Heloisa Montenegro;785.309.621-68;1999-07-26;Feminino;2024-06-21;2024-06-22;Covid-19;Fisioterapia;3;3825.74;Dr(a). Pacheco;1
HOSP-04365;Maria Alice Pastor;238.697.154-64;;Feminino;2024-03-19;2024-03-20;Infarto;Cirurgia;9;6972.38;;1
HOSP-04366;Vitor Gabriel Leão;735.491.680-39;1981-09-08;;2024-03-06;2024-03-11;Hipertensão;Observação;3;3335.39;Dr(a). da Mota;5
HOSP-04367;Diego Santos;751.083.964-57;2003-07-02;Masculino;2024-08-20;2024-09-18;Covid-19;Observação;1;2971.21;Dr(a). Macedo;29
HOSP-04368;Davi Ramos;498.265.173-64;1988-04-14;Masculino;2024-10-15;2024-10-16;Pneumonia;Observação;3;3648.06;Dr(a). Mendonça;1
HOSP-04369;Sra. Aylla Gonçalves;275.468.190-67;1935-01-20;Feminino;;2024-04-19;Hipertensão;Antibióticos;1;2029.67;Dr(a). Vieira;12
HOSP-04370;Antonella Costa;215.793.068-02;1927-06-19;Feminino;2024-11-11;2024-11-29;Covid-19;Tratamento Clínico;6;4404.12;Dr(a). Aparecida;18
;Anthony Gabriel Sousa;972.406.581-20;1996-11-01;Masculino;2024-09-09;2024-09-27;Infarto;Cirurgia Cardíaca;4;3802.91;Dr(a). Santos;18
HOSP-04372;Sr. Anthony da Mata;053.861.749-75;1951-10-24;Feminino;2024-10-18;2024-10-30;Infarto;Cirurgia Cardíaca;2;3929.4;Dr(a). Souza;12
HOSP-04373;Caio Duarte;086.514.937-20;1959-06-03;Masculino;;2024-08-16;Hipertensão;Antibióticos;9;;Dr(a). Gomes;
HOSP-04374;Maria Liz Campos;087.645.913-01;1953-05-17;Masculino;2024-06-22;2024-07-07;Apendicite;Cirurgia Cardíaca;4;5206.27;Dr(a). Lopes;15
HOSP-04375;Sr. Léo Cassiano;807.259.341-23;2016-11-15;Feminino;2024-09-03;2024-09-12;Trauma Crânio-Encefálico;Observação;10;7222.14;Dr(a). Rezende;9
HOSP-04376;Raquel Moreira;410.953.872-60;1957-10-07;Masculino;2024-07-20;2024-07-22;Fratura;Cirurgia Cardíaca;6;5520.29;Dr(a). Cardoso;2
HOSP-04377;Luiza Câmara;948.037.612-13;1926-08-29;Masculino;2024-07-10;2024-08-06;Covid-19;Tratamento Clínico;5;40526.98;Dr(a). Alves;27
HOSP-04378;Vinicius da Rocha;814.257.039-41;1989-11-07;Masculino;2024-04-30;2024-05-28;Diabetes Descompensada;Fisioterapia;3;4333.68;Dr(a). Melo;28
HOSP-04379;Heloísa Brito;796.814.530-93;1963-01-23;Feminino;2024-10-26;2024-11-08;Hipertensão;Cirurgia Cardíaca;3;4556.6;Dr(a). Borges;13
HOSP-04380;Mariane Rocha;301.287.564-62;1960-02-28;Masculino;2024-05-25;2024-06-19;Diabetes Descompensada;Antibióticos;5;5658.7;Dr(a). Abreu;25
HOSP-04381;Dra. Mariah Lopes;561.302.749-80;2023-10-30;Feminino;2024-07-10;2024-07-28;Apendicite;Cirurgia Cardíaca;7;6297.05;Dr(a). Nogueira;18
HOSP-04382;Dra. Sabrina Dias;519.764.230-07;1964-12-26;;2024-02-10;2024-03-04;Fratura;Fisioterapia;5;5148.81;Dr(a). Sousa;23
HOSP-04383;Maria Júlia Mendonça;410.583.726-53;1955-07-20;Feminino;2024-04-27;2024-05-16;Pneumonia;Fisioterapia;6;6391.43;Dr(a). Pinto;19
HOSP-04384;Maitê Nascimento;786.521.934-28;1987-02-12;Masculino;2025-01-17;2025-02-05;Trauma Crânio-Encefálico;Antibióticos;1;2232.87;Dr(a). da Costa;19
HOSP-04385;Lorenzo Brito;231.857.094-97;1984-07-13;Feminino;2024-06-01;2024-06-14;Pneumonia;Observação;9;5880.91;Dr(a). Duarte;13
HOSP-04386;Manuella Vasconcelos;981.326.450-06;1949-06-09;Feminino;2024-02-29;2024-03-02;Diabetes Descompensada;Fisioterapia;7;6879.48;Dr(a). Pinto;2
HOSP-04387;Gabrielly Alves;078.241.659-49;1988-06-11;Feminino;2024-05-01;2024-05-16;Trauma Crânio-Encefálico;Observação;10;5798.78;Dr(a). Sá;15
HOSP-04388;Joana Garcia;462.150.739-70;1951-08-02;Masculino;2024-08-07;2024-09-01;Covid-19;Antibióticos;1;2844.05;Dr(a). Monteiro;25
HOSP-04389;;203.495.876-47;2006-08-08;Masculino;2024-07-15;2024-07-29;Fratura;Antibióticos;10;8062.8;Dr(a). Aparecida;14
HOSP-04390;Luna Pires;075.621.348-71;1999-03-18;Masculino;2024-02-18;2024-03-08;Fratura;Tratamento Clínico;5;4492.74;Dr(a). Casa Grande;19
HOSP-04391;Catarina Cassiano;824.951.370-32;1995-11-03;Feminino;2025-01-18;2025-01-28;Infarto;Fisioterapia;4;4560.65;Dr(a). Gonçalves;10
HOSP-04392;Dr. Gustavo Henrique da Costa;179.058.623-21;1998-12-06;Masculino;2024-07-03;2024-07-10;Apendicite;Cirurgia;6;5017.28;Dr(a). Cardoso;7
